7f14099a86f48a15dc165de9ae9983ef,优势,you shi,2.46,3.23
d44f34b4df007b4347711e83f1bc3c76,具体,ju ti,15.06,15.50
d44f34b4df007b4347711e83f1bc3c76,还,hai,17.66,17.82
56b198d0ed123c5285e5f7e6cc086723,还,hai,10.92,11.04
1f7760551389f7e321671a086167e282,还,hai,15.68,15.85
a30ae8080c8a10b2e6d27106beafc243,还,hai,7.00,7.25
e0c35e49e6a2e5da5bb4a0f971e2f44d,还,hai,15.26,15.40
4005187f8c7fec0747f90a6f77abc837,还,hai,6.84,6.98
42709a59805e9bec4d11871de2649cbd,还,hai,12.44,12.60
3992c04fa055d472daae16914c1e3155,未来,wei lai,6.28,6.77
f1e8457c13bee2f92cfa5b78463d3b73,未来,wei lai,0.58,1.14
217b2684eeba677dd5c58419fa4cf4a7,既,ji,0.40,0.62
190cc6419427439fdad41a8d0b7d20ca,既,ji,0.73,1.08
aaaef146f51efc2110dd6b25c712274c,国家,guo jia,1.78,2.12
fb90da78ef10522d3ec5171eff0e7698,国家,guo jia,3.72,4.01
2eba72d26e45d7adb44c6d21824782a4,国家,guo jia,6.40,6.64
ea58953820217eb8859904e78e30700e,国家,guo jia,1.81,2.23
ea58953820217eb8859904e78e30700e,国家,guo jia,4.39,4.91
cb0f0c5f563146770ca57e1f3a0b8576,制度,zhi du,4.28,5.03
6fa2edaa12fdb29a7f8bd3cbbc155f9c,短,duan,5.61,5.84
6fa2edaa12fdb29a7f8bd3cbbc155f9c,短,duan,5.84,6.02
46e1b41256aeac784dd0554a4c65b435,吧,ba,2.42,2.94
d44f34b4df007b4347711e83f1bc3c76,呃,e,9.54,10.07
d44f34b4df007b4347711e83f1bc3c76,呃,e,15.71,16.18
b09840f2aa2bfaad74a3e955832a7296,呃,e,2.99,3.26
34bac23aa6c3d2bdb38817d48e569cfa,一路,yi lu,4.68,5.24
41c44a67d4e18269d09a139b174c0759,一路,yi lu,4.04,4.18
1fedc42da25c27f5533d5e66857ac02b,展示,zhan shi,2.95,3.32
34bac23aa6c3d2bdb38817d48e569cfa,在,zai,0.14,0.32
481794a5f80a1f76a220305606c5c8f9,在,zai,4.08,4.26
7eccd51b594678642201abc7a03ed787,在,zai,2.71,2.81
afe7e416472c15a1ae85bb0e7f1a043d,在,zai,2.44,2.64
afe7e416472c15a1ae85bb0e7f1a043d,在,zai,4.94,5.16
d44f34b4df007b4347711e83f1bc3c76,在,zai,1.76,2.00
d44f34b4df007b4347711e83f1bc3c76,在,zai,17.82,18.00
56b198d0ed123c5285e5f7e6cc086723,在,zai,2.30,2.42
56b198d0ed123c5285e5f7e6cc086723,在,zai,3.40,3.56
bb1f2079367595d6790d59cd14a903b9,在,zai,2.02,2.20
54f91710250e7a4107ad989f68d057e2,在,zai,5.92,6.10
1f7760551389f7e321671a086167e282,在,zai,2.86,3.12
2608dda91ef8f1073f7f635feee45519,在,zai,4.48,4.58
0bb75f27d902d5ee86c507521cc8d081,在,zai,3.38,3.54
a30ae8080c8a10b2e6d27106beafc243,在,zai,7.53,7.61
b2a30b80535917e5790a2ae74e75796d,在,zai,3.00,3.20
155624f5ccdc6272c150bf583fd66ea0,在,zai,13.20,13.38
fadb85bd740895e95b84e00d4e7b701f,在,zai,4.46,4.60
e0c35e49e6a2e5da5bb4a0f971e2f44d,在,zai,1.88,2.06
e0c35e49e6a2e5da5bb4a0f971e2f44d,在,zai,5.78,5.96
4005187f8c7fec0747f90a6f77abc837,在,zai,8.17,8.40
42709a59805e9bec4d11871de2649cbd,在,zai,12.60,12.74
d3ea276ea5611ec6aa17e82923b9e29a,在,zai,12.70,12.99
6e2c82a6cd46f1d691c03c4255e17006,在,zai,1.46,1.60
9a1a4a415cc220a21027c549e1a83ef7,在,zai,0.66,0.86
e914f60fc7902f295f8708a00ffab144,在,zai,7.00,7.20
a1c2fdd2a2af56fa2acac5b8296ecdcd,在,zai,3.02,3.28
a1c2fdd2a2af56fa2acac5b8296ecdcd,在,zai,13.30,13.74
559159646380c3cd81ede7cd83e27f87,下,xia,7.88,8.06
2a46bd263e1eec12a12c9f41c8e56c54,下,xia,6.32,6.50
2a46bd263e1eec12a12c9f41c8e56c54,下,xia,14.50,14.70
1e08ac46878ce85eb3614d7bba73396c,下,xia,4.42,4.62
2a965b3c3713a00bfe3b034e10ed338d,下,xia,6.75,6.90
1226b612f77dfa6869813be201caba76,下,xia,4.80,4.98
1226b612f77dfa6869813be201caba76,下,xia,8.64,8.82
b2a30b80535917e5790a2ae74e75796d,下,xia,6.09,6.26
d3ea276ea5611ec6aa17e82923b9e29a,下,xia,8.22,8.38
e346837732e62bfdedc8c80d41186df4,下,xia,8.14,8.34
4941f48d569ebce9675d85703e988861,家,jia,0.18,0.36
6b6c4f1c5b9c3afa877b65c9916d260a,咱们,zan men,1.02,1.23
7903789a5b74134fa024b9fc87c73459,一个,yi ge,9.84,10.27
0b5dad4eea0c127c60844046e280d4fa,一个,yi ge,3.63,3.84
0b5dad4eea0c127c60844046e280d4fa,一个,yi ge,4.31,4.47
3368e9b217d7b61289f4d77baf32002b,一个,yi ge,3.99,4.46
eac0f1ed29ba7dc1fa1f6c411bde5195,一个,yi ge,0.88,1.10
7a7bfae26e7572f4261ec6df2bbb2ec4,一个,yi ge,4.71,4.81
a20531c5b7c86ef661c446508227c7aa,一个,yi ge,6.22,6.44
ea58953820217eb8859904e78e30700e,一个,yi ge,4.05,4.21
db0470ba488c0bdfd8901c32b6eb196b,一个,yi ge,4.78,4.90
7903789a5b74134fa024b9fc87c73459,还是,hai shi,7.98,8.26
34bac23aa6c3d2bdb38817d48e569cfa,是,shi,2.18,2.32
a9c432c5436a1687ae0e0883cdd12877,是,shi,2.53,2.77
4e1e8d32d6857c3c088a8f3be07163a8,是,shi,0.30,0.44
edb9a8083acb14b35ad246b0eb0abf8b,是,shi,2.64,2.76
edb9a8083acb14b35ad246b0eb0abf8b,是,shi,10.08,10.24
481794a5f80a1f76a220305606c5c8f9,是,shi,3.96,4.08
afe7e416472c15a1ae85bb0e7f1a043d,是,shi,11.22,11.36
1fedc42da25c27f5533d5e66857ac02b,是,shi,7.80,7.90
f8f9af5e17a96bbd88252656ec8a65e5,是,shi,4.78,4.94
821e8b8cc45c06b3ef72491e81afd438,是,shi,1.14,1.26
821e8b8cc45c06b3ef72491e81afd438,是,shi,3.24,3.33
8784f3738635f7abb53926a73fe77b42,是,shi,0.64,0.86
3be043fc4dc4cf9ab6f4a776e7cb1d36,是,shi,5.27,5.43
95084465d61995f6859646ed8c971e44,是,shi,1.78,2.12
46e1b41256aeac784dd0554a4c65b435,是,shi,2.29,2.42
9429d080350d20f31550b66bd2db5a2f,是,shi,1.74,1.88
56fec0edbdbd0e06ce0f0f376367fdab,是,shi,9.56,9.70
56fec0edbdbd0e06ce0f0f376367fdab,是,shi,12.68,12.78
b116c8fb8bb38b4408909e34c2ec236f,是,shi,4.78,4.94
41c5faa24ce4617332a21b83ab43ce09,是,shi,2.96,3.10
3cf701b5445b32d9f0d3ffc39d79e52d,是,shi,1.60,1.74
eac0f1ed29ba7dc1fa1f6c411bde5195,是,shi,0.76,0.88
a30ae8080c8a10b2e6d27106beafc243,是,shi,10.19,10.33
a20531c5b7c86ef661c446508227c7aa,是,shi,5.10,5.18
4005187f8c7fec0747f90a6f77abc837,是,shi,12.78,12.90
e72ec6f9936e0719b19d81a7ce97c43f,是,shi,5.10,5.38
9a1a4a415cc220a21027c549e1a83ef7,是,shi,0.52,0.66
6cf662e7c810486047bfdc343a1596c9,是,shi,0.50,0.70
51d0f2cf3b754c4602e9beb5f74cb023,是,shi,0.98,1.18
7f08d69e99cca3d4fcd60e051a4b74ff,是,shi,1.28,1.40
a1c2fdd2a2af56fa2acac5b8296ecdcd,是,shi,2.54,2.68
a04bba842d8347baea683c3fb1b870df,是,shi,0.92,1.06
0195db4ce76a9108885792da8e526c89,是,shi,16.42,16.52
5e9eed6515b2a609191708c92fcf8dd0,是,shi,2.44,2.70
ea58953820217eb8859904e78e30700e,是,shi,1.51,1.61
ea58953820217eb8859904e78e30700e,是,shi,2.23,2.43
ea58953820217eb8859904e78e30700e,是,shi,2.71,2.83
ea58953820217eb8859904e78e30700e,是,shi,3.83,4.05
b48fb381a7546f3db4302daa7731a02a,是,shi,1.20,1.32
b48fb381a7546f3db4302daa7731a02a,是,shi,3.68,3.80
a115b0a72944c10cfd04f525725fcb6b,是,shi,12.72,12.86
db0470ba488c0bdfd8901c32b6eb196b,是,shi,0.34,0.48
db0470ba488c0bdfd8901c32b6eb196b,是,shi,1.77,1.86
2a46bd263e1eec12a12c9f41c8e56c54,广西,guang xi,12.45,12.86
56b198d0ed123c5285e5f7e6cc086723,广西,guang xi,4.54,5.04
56b198d0ed123c5285e5f7e6cc086723,广西,guang xi,9.61,10.16
1226b612f77dfa6869813be201caba76,广西,guang xi,3.58,3.89
b2a30b80535917e5790a2ae74e75796d,广西,guang xi,5.34,5.87
d3ea276ea5611ec6aa17e82923b9e29a,广西,guang xi,4.11,4.54
e914f60fc7902f295f8708a00ffab144,广西,guang xi,3.20,3.70
e346837732e62bfdedc8c80d41186df4,广西,guang xi,6.92,7.22
000929523f43ef3bcf516c1639b188be,关系,guan xi,8.34,9.28
56fec0edbdbd0e06ce0f0f376367fdab,台湾,tai wan,6.27,6.62
b116c8fb8bb38b4408909e34c2ec236f,台湾,tai wan,16.40,16.78
d3ea276ea5611ec6aa17e82923b9e29a,台湾,tai wan,7.41,7.80
e914f60fc7902f295f8708a00ffab144,台湾,tai wan,4.46,4.74
e914f60fc7902f295f8708a00ffab144,台湾,tai wan,9.74,10.14
559159646380c3cd81ede7cd83e27f87,区,qu,7.33,7.49
d44f34b4df007b4347711e83f1bc3c76,区,qu,2.76,3.34
e914f60fc7902f295f8708a00ffab144,区,qu,2.32,2.56
54f91710250e7a4107ad989f68d057e2,重,zhong,5.65,5.92
d44f34b4df007b4347711e83f1bc3c76,上海,shang hai,2.00,2.42
d44f34b4df007b4347711e83f1bc3c76,上海,shang hai,5.86,6.32
d44f34b4df007b4347711e83f1bc3c76,上海,shang hai,11.71,12.46
9c1a287dd471b91c394c2c787333e2db,上海,shang hai,7.30,7.59
9a1a4a415cc220a21027c549e1a83ef7,上海,shang hai,1.28,1.56
34bac23aa6c3d2bdb38817d48e569cfa,也,ye,1.93,2.18
821e8b8cc45c06b3ef72491e81afd438,也,ye,3.07,3.24
d44f34b4df007b4347711e83f1bc3c76,也,ye,3.96,4.20
2a46bd263e1eec12a12c9f41c8e56c54,也,ye,6.58,6.70
96fc9aed40395c90412706de3db78078,也,ye,5.05,5.26
eac0f1ed29ba7dc1fa1f6c411bde5195,也,ye,0.60,0.76
0bb75f27d902d5ee86c507521cc8d081,也,ye,10.26,10.34
a1c2fdd2a2af56fa2acac5b8296ecdcd,也,ye,10.28,10.56
0195db4ce76a9108885792da8e526c89,也,ye,16.34,16.42
5e9eed6515b2a609191708c92fcf8dd0,也,ye,3.20,3.32
d428c2414bf46414ba8454e424c32e05,也,ye,1.04,1.12
d428c2414bf46414ba8454e424c32e05,也,ye,2.66,2.74
a115b0a72944c10cfd04f525725fcb6b,也,ye,10.42,10.58
b87c938672b12a0119249dae5f434088,也,ye,6.99,7.08
1226b612f77dfa6869813be201caba76,一直,yi zhi,3.12,3.40
9a1a4a415cc220a21027c549e1a83ef7,一直,yi zhi,0.20,0.52
6e2c82a6cd46f1d691c03c4255e17006,现场,xian chang,1.60,2.02
afe7e416472c15a1ae85bb0e7f1a043d,以及,yi ji,15.20,15.48
fadb85bd740895e95b84e00d4e7b701f,以及,yi ji,12.98,13.14
3992c04fa055d472daae16914c1e3155,C,C,6.87,7.09
75d883f5ac1eff2c71fc168f4b3bb9be,利益,li yi,3.40,3.76
b2a30b80535917e5790a2ae74e75796d,六,liu,12.21,12.50
f8f9af5e17a96bbd88252656ec8a65e5,这么,zhe me,1.06,1.34
3be043fc4dc4cf9ab6f4a776e7cb1d36,这么,zhe me,1.57,1.83
a66dc5075b6d4c05d36932a1355a3d38,这么,zhe me,4.16,4.40
a30ae8080c8a10b2e6d27106beafc243,这么,zhe me,0.72,0.94
a30ae8080c8a10b2e6d27106beafc243,这么,zhe me,7.61,7.81
51d0f2cf3b754c4602e9beb5f74cb023,这么,zhe me,2.84,3.08
d428c2414bf46414ba8454e424c32e05,这么,zhe me,1.24,1.40
250743bb70cfe017befacfaef488dba3,数据,shu ju,5.60,5.86
db0470ba488c0bdfd8901c32b6eb196b,加,jia,3.60,3.80
1226b612f77dfa6869813be201caba76,东,dong,6.94,7.16
4e1e8d32d6857c3c088a8f3be07163a8,本,ben,4.46,4.74
56b198d0ed123c5285e5f7e6cc086723,本,ben,16.01,16.25
481794a5f80a1f76a220305606c5c8f9,等,deng,6.92,7.08
5487af59be91c10dff6aa6a8a5863061,等,deng,4.88,5.04
559159646380c3cd81ede7cd83e27f87,等,deng,16.22,16.40
2a46bd263e1eec12a12c9f41c8e56c54,等,deng,14.10,14.24
1f7760551389f7e321671a086167e282,等,deng,8.82,8.98
1f7760551389f7e321671a086167e282,等,deng,15.34,15.50
0bb75f27d902d5ee86c507521cc8d081,等,deng,1.90,2.08
c51ffc0a510e90e281f8a23854317e92,等,deng,6.90,7.06
1226b612f77dfa6869813be201caba76,等,deng,4.44,4.58
1226b612f77dfa6869813be201caba76,等,deng,11.64,11.82
fadb85bd740895e95b84e00d4e7b701f,等,deng,13.58,13.76
2a1c309fdfbdd403362cf02163bffdfc,等,deng,10.96,11.14
d3ea276ea5611ec6aa17e82923b9e29a,等,deng,7.80,7.96
d3ea276ea5611ec6aa17e82923b9e29a,等,deng,16.96,17.14
a1c2fdd2a2af56fa2acac5b8296ecdcd,等,deng,9.94,10.10
e346837732e62bfdedc8c80d41186df4,等,deng,7.76,7.90
edb9a8083acb14b35ad246b0eb0abf8b,去,qu,8.80,9.06
a04bba842d8347baea683c3fb1b870df,去,qu,3.58,3.91
d7cf6b69cd8199bccb0a43920b037e7f,据,ju,12.96,13.14
155624f5ccdc6272c150bf583fd66ea0,而,er,4.85,5.24
1fedc42da25c27f5533d5e66857ac02b,一下,yi xia,1.12,1.50
2d0040d530d64e3a5f41dec513bc407d,一下,yi xia,5.84,6.10
0ed94c80b212fcd05a0a8f6c2c6a7ef5,达到,da dao,3.13,3.58
0b5dad4eea0c127c60844046e280d4fa,达到,da dao,3.15,3.55
b87c938672b12a0119249dae5f434088,届,jie,8.80,9.04
0bc7dc936312395b39f4729ad20e2b71,人,ren,0.80,0.92
62e03564409fe77788aed068e311ac5c,人,ren,8.36,8.80
f1e8457c13bee2f92cfa5b78463d3b73,一种,yi zhong,5.44,5.70
f63f6835dc1d953c6906f49df457ac1b,一种,yi zhong,3.36,3.64
6cf662e7c810486047bfdc343a1596c9,一种,yi zhong,1.40,2.09
51d0f2cf3b754c4602e9beb5f74cb023,一种,yi zhong,3.08,3.21
0ed94c80b212fcd05a0a8f6c2c6a7ef5,万,wan,0.08,0.28
f60d1955a40c843d3c95234108b8fa5a,万,wan,2.72,3.17
f60d1955a40c843d3c95234108b8fa5a,万,wan,5.88,6.08
2daca543284bd0dbcf0f7fe2608343d9,万,wan,2.48,2.66
155624f5ccdc6272c150bf583fd66ea0,福建,fu jian,7.46,7.80
d3ea276ea5611ec6aa17e82923b9e29a,福建,fu jian,3.12,3.42
e914f60fc7902f295f8708a00ffab144,福建,fu jian,3.88,4.30
e914f60fc7902f295f8708a00ffab144,福建,fu jian,8.84,9.16
a1c2fdd2a2af56fa2acac5b8296ecdcd,福建,fu jian,6.70,7.04
e346837732e62bfdedc8c80d41186df4,福建,fu jian,2.94,3.24
bfbcfad13915f02d0648a01b8c2308b0,什么,shen me,1.16,1.56
bfbcfad13915f02d0648a01b8c2308b0,什么,shen me,3.14,3.46
bfbcfad13915f02d0648a01b8c2308b0,什么,shen me,6.25,6.53
bfbcfad13915f02d0648a01b8c2308b0,什么,shen me,7.47,7.67
42709a59805e9bec4d11871de2649cbd,看到,kan dao,2.62,2.96
c02aebcf1d84ab305cf60e2c15d7c062,意外,yi wai,3.36,3.83
b09840f2aa2bfaad74a3e955832a7296,意外,yi wai,5.92,6.20
1fedc42da25c27f5533d5e66857ac02b,非常,fei chang,7.90,8.20
9de97a1e5c11a2a3116e74cb208e1c73,非常,fei chang,3.28,3.60
f1e8457c13bee2f92cfa5b78463d3b73,非常,fei chang,5.98,6.44
f63f6835dc1d953c6906f49df457ac1b,非常,fei chang,3.91,4.36
9ba8f87067e2d212a60a7267cafa2fdd,智能,zhi neng,3.64,4.10
b87c938672b12a0119249dae5f434088,其实,qi shi,2.37,2.90
41c44a67d4e18269d09a139b174c0759,啊,a,3.27,3.48
7903789a5b74134fa024b9fc87c73459,啊,a,10.27,10.56
886af065331c2893e5bc95c852f22b49,啊,a,3.36,3.88
638192e6954a69152e9a8435307ec084,啊,a,1.80,1.98
1fedc42da25c27f5533d5e66857ac02b,啊,a,6.54,6.68
3c942f5c5b719a7ff439493c8e3cd417,啊,a,0.46,0.68
9d436b6d3ae63673d150e2f5bb589134,啊,a,34.77,35.14
5b6bd2037e77f81d01d7edc347e2d1c9,啊,a,1.55,2.08
2608dda91ef8f1073f7f635feee45519,啊,a,3.72,4.26
190cc6419427439fdad41a8d0b7d20ca,啊,a,3.48,3.81
953c26abc4e823d26d469f55f780e12e,啊,a,2.28,2.48
42709a59805e9bec4d11871de2649cbd,啊,a,2.96,3.04
e72ec6f9936e0719b19d81a7ce97c43f,啊,a,1.72,2.01
9a1a4a415cc220a21027c549e1a83ef7,啊,a,3.20,3.41
4d0aab7d8d285132d26aa79c3774d4cb,啊,a,2.47,3.01
5e9eed6515b2a609191708c92fcf8dd0,啊,a,2.14,2.20
5e9eed6515b2a609191708c92fcf8dd0,啊,a,3.78,3.86
a115b0a72944c10cfd04f525725fcb6b,啊,a,7.07,7.42
b87c938672b12a0119249dae5f434088,啊,a,7.64,7.92
b87c938672b12a0119249dae5f434088,啊,a,7.92,8.22
afe7e416472c15a1ae85bb0e7f1a043d,广东,guang dong,5.16,5.52
5487af59be91c10dff6aa6a8a5863061,广东,guang dong,4.44,4.88
559159646380c3cd81ede7cd83e27f87,广东,guang dong,15.34,15.68
56b198d0ed123c5285e5f7e6cc086723,广东,guang dong,5.73,6.55
56fec0edbdbd0e06ce0f0f376367fdab,广东,guang dong,5.41,5.86
0bb75f27d902d5ee86c507521cc8d081,广东,guang dong,1.10,1.56
b2a30b80535917e5790a2ae74e75796d,广东,guang dong,4.50,4.84
155624f5ccdc6272c150bf583fd66ea0,广东,guang dong,17.04,17.44
fadb85bd740895e95b84e00d4e7b701f,广东,guang dong,13.14,13.58
d3ea276ea5611ec6aa17e82923b9e29a,广东,guang dong,5.76,6.10
e914f60fc7902f295f8708a00ffab144,广东,guang dong,7.20,7.72
a1c2fdd2a2af56fa2acac5b8296ecdcd,广东,guang dong,7.62,8.00
e346837732e62bfdedc8c80d41186df4,广东,guang dong,5.19,5.62
2b8c00f3bb743148f983870612c6dab8,找到,zhao dao,5.18,5.52
000929523f43ef3bcf516c1639b188be,找到,zhao dao,4.40,4.90
1e08ac46878ce85eb3614d7bba73396c,将会,jiang hui,10.51,10.76
1e08ac46878ce85eb3614d7bba73396c,将会,jiang hui,15.20,15.46
1f7760551389f7e321671a086167e282,将会,jiang hui,15.85,16.08
e0c35e49e6a2e5da5bb4a0f971e2f44d,将会,jiang hui,3.56,3.78
4005187f8c7fec0747f90a6f77abc837,将会,jiang hui,6.98,7.24
e346837732e62bfdedc8c80d41186df4,将会,jiang hui,13.26,13.54
2a46bd263e1eec12a12c9f41c8e56c54,地方,di fang,5.96,6.24
ebf1ee38e3f2ba5a9fc9002c71c3e62f,地方,di fang,25.85,26.23
1e08ac46878ce85eb3614d7bba73396c,地方,di fang,7.22,7.50
155624f5ccdc6272c150bf583fd66ea0,地方,di fang,2.00,2.26
4005187f8c7fec0747f90a6f77abc837,地方,di fang,9.80,10.04
4005187f8c7fec0747f90a6f77abc837,地方,di fang,13.90,14.45
a1c2fdd2a2af56fa2acac5b8296ecdcd,地方,di fang,15.99,16.25
5b6bd2037e77f81d01d7edc347e2d1c9,完全,wan quan,3.74,4.05
4b426c2eb118cac0aa84da247efb1945,如果,ru guo,0.10,0.44
a9c432c5436a1687ae0e0883cdd12877,种,zhong,0.64,0.80
a9c432c5436a1687ae0e0883cdd12877,种,zhong,2.77,3.01
f1e8457c13bee2f92cfa5b78463d3b73,提供,ti gong,4.95,5.44
f63f6835dc1d953c6906f49df457ac1b,提供,ti gong,2.87,3.36
7eccd51b594678642201abc7a03ed787,吃,chi,4.91,5.02
76fd52b67a97ed2f8eb34f35c9692d84,五,wu,1.56,1.70
000929523f43ef3bcf516c1639b188be,解决,jie jue,5.62,6.04
481794a5f80a1f76a220305606c5c8f9,中,zhong,10.26,10.48
afe7e416472c15a1ae85bb0e7f1a043d,中,zhong,14.00,14.18
559159646380c3cd81ede7cd83e27f87,中,zhong,4.54,4.74
56b198d0ed123c5285e5f7e6cc086723,中,zhong,5.04,5.22
56fec0edbdbd0e06ce0f0f376367fdab,中,zhong,6.62,6.80
1226b612f77dfa6869813be201caba76,中,zhong,3.98,4.18
b2a30b80535917e5790a2ae74e75796d,中,zhong,4.84,5.02
b2a30b80535917e5790a2ae74e75796d,中,zhong,6.38,6.60
e0c35e49e6a2e5da5bb4a0f971e2f44d,中,zhong,8.30,8.50
d3ea276ea5611ec6aa17e82923b9e29a,中,zhong,3.42,3.63
d3ea276ea5611ec6aa17e82923b9e29a,中,zhong,4.64,4.84
d3ea276ea5611ec6aa17e82923b9e29a,中,zhong,6.18,6.38
0c1e9843106dea6cd9a349cacec1c9b9,中,zhong,1.18,1.42
0c1e9843106dea6cd9a349cacec1c9b9,中,zhong,1.94,2.14
e346837732e62bfdedc8c80d41186df4,中,zhong,3.90,4.10
e346837732e62bfdedc8c80d41186df4,中,zhong,7.28,7.48
5136e940c45a7faa11a53c81346a7f7e,工业,gong ye,2.61,2.81
5b6bd2037e77f81d01d7edc347e2d1c9,他,ta,3.51,3.74
0c1e9843106dea6cd9a349cacec1c9b9,他,ta,0.76,0.96
155624f5ccdc6272c150bf583fd66ea0,范围,fan wei,14.20,14.50
4005187f8c7fec0747f90a6f77abc837,范围,fan wei,1.90,2.20
f8f9af5e17a96bbd88252656ec8a65e5,你,ni,0.26,0.40
3be043fc4dc4cf9ab6f4a776e7cb1d36,你,ni,0.75,0.89
03add6920f04aa89898341a5be3edd40,你,ni,0.25,0.44
96fc9aed40395c90412706de3db78078,你,ni,1.78,1.96
2b98ac45cf418cac25b93a44370d1293,你,ni,0.96,1.22
6e2c82a6cd46f1d691c03c4255e17006,你,ni,1.36,1.46
9a1a4a415cc220a21027c549e1a83ef7,你,ni,0.03,0.20
9a1a4a415cc220a21027c549e1a83ef7,你,ni,2.84,2.96
9a1a4a415cc220a21027c549e1a83ef7,你,ni,5.46,5.76
5487af59be91c10dff6aa6a8a5863061,进一步,jin yi bu,8.92,9.26
1e08ac46878ce85eb3614d7bba73396c,进一步,jin yi bu,13.38,13.66
000929523f43ef3bcf516c1639b188be,进一步,jin yi bu,2.19,2.68
81eaaf89e2e5586e5bb4e00392cc81ad,一些,yi xie,3.66,3.90
4d9bceab5924ed0f9954d145000cbb85,一些,yi xie,11.14,11.30
a1c2fdd2a2af56fa2acac5b8296ecdcd,一些,yi xie,15.79,15.99
34bac23aa6c3d2bdb38817d48e569cfa,资本,zi ben,3.44,4.00
62e03564409fe77788aed068e311ac5c,情况,qing kuang,8.80,9.38
9ba8f87067e2d212a60a7267cafa2fdd,情况,qing kuang,9.78,10.18
2f2d0e4797f069b8788bdd3ddcc6021e,很,hen,0.62,0.74
46e1b41256aeac784dd0554a4c65b435,很,hen,0.90,1.12
2845e25c8c4e4bc9a46a434464809029,很,hen,3.16,3.39
bb40844fc1be6f57d8922d1c42a50602,很,hen,0.58,0.80
5664ffbd1cd1c521819c61b473954b84,很,hen,0.28,0.44
5e9eed6515b2a609191708c92fcf8dd0,很,hen,3.32,3.48
0bb75f27d902d5ee86c507521cc8d081,着,zhe,10.60,10.92
4005187f8c7fec0747f90a6f77abc837,着,zhe,15.30,15.44
37822ba6c2a0ebf6f8a4c5a5769c97d9,继续,ji xu,4.71,4.99
34bac23aa6c3d2bdb38817d48e569cfa,带,dai,4.50,4.68
481794a5f80a1f76a220305606c5c8f9,带,dai,16.26,16.53
5487af59be91c10dff6aa6a8a5863061,带,dai,11.50,11.62
56fec0edbdbd0e06ce0f0f376367fdab,带,dai,14.32,14.58
0bb75f27d902d5ee86c507521cc8d081,带,dai,5.32,5.65
1226b612f77dfa6869813be201caba76,带,dai,16.73,16.88
e0c35e49e6a2e5da5bb4a0f971e2f44d,带,dai,3.40,3.56
a30ae8080c8a10b2e6d27106beafc243,国内,guo nei,1.98,2.41
155624f5ccdc6272c150bf583fd66ea0,不断,bu duan,14.80,15.20
ab9d0d3927685afb84d94acf1db0df29,医院,yi yuan,2.58,2.80
2f2d0e4797f069b8788bdd3ddcc6021e,小,xiao,1.20,1.36
d428c2414bf46414ba8454e424c32e05,小,xiao,1.40,1.54
7529d9a64f76876e144a74c4c13ebca0,经济,jing ji,0.46,0.78
a30ae8080c8a10b2e6d27106beafc243,经济,jing ji,3.80,4.21
7f14099a86f48a15dc165de9ae9983ef,经济,jing ji,7.39,7.67
77e947472d75e6c5ec8358ebba2b90ef,展开,zhan kai,3.36,3.74
c51ffc0a510e90e281f8a23854317e92,湖南,hu nan,5.32,5.84
1226b612f77dfa6869813be201caba76,湖南,hu nan,7.38,7.66
b2a30b80535917e5790a2ae74e75796d,湖南,hu nan,3.82,4.22
d3ea276ea5611ec6aa17e82923b9e29a,湖南,hu nan,1.86,2.18
e346837732e62bfdedc8c80d41186df4,湖南,hu nan,4.40,4.72
4d9bceab5924ed0f9954d145000cbb85,表示,biao shi,11.30,11.72
d7cf6b69cd8199bccb0a43920b037e7f,由于,you yu,6.40,6.56
f0c87ec7b5ab651f711ae025fe538fd7,年,nian,1.98,2.15
886af065331c2893e5bc95c852f22b49,执行,zhi xing,2.03,2.78
a20531c5b7c86ef661c446508227c7aa,孩子,hai zi,10.18,10.54
d428c2414bf46414ba8454e424c32e05,孩子,hai zi,1.64,1.98
a1c2fdd2a2af56fa2acac5b8296ecdcd,向,xiang,6.33,6.70
1e08ac46878ce85eb3614d7bba73396c,三十,san shi,11.08,11.48
155624f5ccdc6272c150bf583fd66ea0,三十,san shi,13.38,13.70
afe7e416472c15a1ae85bb0e7f1a043d,天气,tian qi,11.76,12.08
1226b612f77dfa6869813be201caba76,天气,tian qi,12.21,12.67
4005187f8c7fec0747f90a6f77abc837,出,chu,13.40,13.54
a04bba842d8347baea683c3fb1b870df,出,chu,4.29,4.45
b87c938672b12a0119249dae5f434088,出,chu,7.40,7.64
7eccd51b594678642201abc7a03ed787,感觉,gan jue,5.02,5.45
51d0f2cf3b754c4602e9beb5f74cb023,感觉,gan jue,3.21,3.40
57e238eb63a7c8789956c5c637cd3693,习,xi,3.85,3.98
2eba72d26e45d7adb44c6d21824782a4,即将,ji jiang,1.36,1.62
b2a30b80535917e5790a2ae74e75796d,回归,hui gui,16.24,16.54
481794a5f80a1f76a220305606c5c8f9,还有,hai you,10.01,10.26
5487af59be91c10dff6aa6a8a5863061,还有,hai you,4.20,4.44
5487af59be91c10dff6aa6a8a5863061,还有,hai you,10.60,10.80
559159646380c3cd81ede7cd83e27f87,还有,hai you,15.12,15.34
2a46bd263e1eec12a12c9f41c8e56c54,还有,hai you,11.06,11.32
b116c8fb8bb38b4408909e34c2ec236f,还有,hai you,5.32,5.54
b116c8fb8bb38b4408909e34c2ec236f,还有,hai you,16.10,16.40
