7bb47452d9c2e1846a8aafee92d73c4c,批,pi,10.28,10.46
1bbbda9d4046bd417015eb7d5f2983ee,对,dui,5.73,5.91
b61a45b62385b524ae481261fb3874c4,对,dui,2.64,2.86
5dbf34315dcb31822b229c4394663645,采取,cai qu,13.24,13.55
2531761ee37125accd742683a9ce0fdc,采取,cai qu,3.26,3.72
1b371fa384837ee3912a9bb4ef93428a,采取,cai qu,26.81,27.36
80297ebd1d60540ec7a0a86020fc875f,喜欢,xi huan,0.49,0.96
489e2384e4e078d6f838302d69bae2e2,喜欢,xi huan,10.09,10.46
29ed0c8169fec681cfb7ba6acd5c1597,过程,guo cheng,5.68,5.88
2608dda91ef8f1073f7f635feee45519,过程,guo cheng,5.08,5.40
f4ec5c528a7d03f91ccbab03d02eb970,过程,guo cheng,2.04,2.42
ac32d83d18a291e7b99c21aa98bb7c77,具体,ju ti,1.56,1.80
d44f34b4df007b4347711e83f1bc3c76,具体,ju ti,15.06,15.50
783c04aa93456b89e12db954d964df05,具体,ju ti,5.21,5.63
e6317019090db78f807278ad0fa8cc1b,具体,ju ti,3.43,3.96
ae97776d9db797ad0389a8af06802aff,还,hai,5.05,5.30
d44f34b4df007b4347711e83f1bc3c76,还,hai,17.66,17.82
56b198d0ed123c5285e5f7e6cc086723,还,hai,10.92,11.04
acad87ed8cd0163b8d5a412b8b0e2a71,还,hai,1.44,1.62
acad87ed8cd0163b8d5a412b8b0e2a71,还,hai,2.94,3.10
bbc35fdbd2517bc278a6763890687b84,还,hai,12.37,12.92
bbc35fdbd2517bc278a6763890687b84,还,hai,12.92,13.15
1f7760551389f7e321671a086167e282,还,hai,15.68,15.85
aaaef146f51efc2110dd6b25c712274c,还,hai,2.12,2.26
71d01752981ac8f6c3c1b605ff72be3c,还,hai,3.86,4.02
14650ef8578bc708d74af9bf2dfb2e70,还,hai,1.16,1.34
593f4ab979b03838d82279fc6958706b,还,hai,0.56,0.88
a30ae8080c8a10b2e6d27106beafc243,还,hai,7.00,7.25
df416916511a16799c5709c33c27921b,还,hai,0.09,0.37
e0c35e49e6a2e5da5bb4a0f971e2f44d,还,hai,15.26,15.40
4005187f8c7fec0747f90a6f77abc837,还,hai,6.84,6.98
42709a59805e9bec4d11871de2649cbd,还,hai,12.44,12.60
1012923f026a461c90193ba5f24ed39d,还,hai,4.12,4.25
f7d9f0bd78971979068b3bf3c6aee458,还,hai,2.41,2.53
f7d9f0bd78971979068b3bf3c6aee458,还,hai,4.22,4.31
9249b55775e074a6e2ec686857e18a69,之,zhi,15.97,16.09
d6048da2745e9208fc8763f521b52380,之,zhi,19.75,19.84
29ed0c8169fec681cfb7ba6acd5c1597,之,zhi,7.38,7.50
57e238eb63a7c8789956c5c637cd3693,之,zhi,18.51,18.73
b45a4cc1876bc477a13a2a80886d208a,之,zhi,0.62,0.78
57e238eb63a7c8789956c5c637cd3693,因,yin,17.45,17.65
f2d5ad90d9b163d0e7786d049507636c,未来,wei lai,20.34,20.83
3992c04fa055d472daae16914c1e3155,未来,wei lai,6.28,6.77
cdb8d6ef94392aa9fe474a4cfe7cec57,未来,wei lai,5.96,6.20
f1e8457c13bee2f92cfa5b78463d3b73,未来,wei lai,0.58,1.14
217b2684eeba677dd5c58419fa4cf4a7,既,ji,0.40,0.62
8013c0cb175a15d630b4fb607a345dc3,既,ji,2.87,3.05
190cc6419427439fdad41a8d0b7d20ca,既,ji,0.73,1.08
a599852bbade42dcca2bb1280c5fbf6c,韩,han,8.99,9.23
a599852bbade42dcca2bb1280c5fbf6c,韩,han,11.53,11.73
41c44a67d4e18269d09a139b174c0759,国家,guo jia,0.30,1.02
78567962bfa875ab44dad6da5c44e299,国家,guo jia,3.02,3.58
78567962bfa875ab44dad6da5c44e299,国家,guo jia,4.04,4.38
abccca0f8bce9bfffa5e0fd1e01742e5,国家,guo jia,5.32,5.68
57e238eb63a7c8789956c5c637cd3693,国家,guo jia,15.85,16.21
aaaef146f51efc2110dd6b25c712274c,国家,guo jia,1.78,2.12
fb90da78ef10522d3ec5171eff0e7698,国家,guo jia,3.72,4.01
1f6d1c449bad10b00d2f0ded035e1872,国家,guo jia,0.04,0.28
1f6d1c449bad10b00d2f0ded035e1872,国家,guo jia,2.28,2.56
4a4cfe66d62d20a526aa82d2ca7882cf,国家,guo jia,7.83,8.09
b3ccfc5089f9526ac548ab231feff3d9,国家,guo jia,3.49,3.93
22643ee8fccf5f87a40017a9f29657be,国家,guo jia,1.34,1.76
d588087e8e1c1e70930d1743be440317,国家,guo jia,3.08,3.42
9b3e77f5e8209d4a3b36b57d29cba536,国家,guo jia,4.07,4.35
2eba72d26e45d7adb44c6d21824782a4,国家,guo jia,6.40,6.64
f45e18cbf8d6c4c7b262154565c53510,国家,guo jia,0.58,0.96
d5fce77b252f3d2d38150dc4b6724c46,国家,guo jia,0.30,0.68
bd310efb077cf2cf9d06d86409deb7fc,国家,guo jia,6.74,7.10
51c190ae77a8379b41639c417ca3084e,国家,guo jia,0.28,0.66
70895d61627f41b7e6171f1eb20fb640,国家,guo jia,2.58,2.86
ea58953820217eb8859904e78e30700e,国家,guo jia,1.81,2.23
ea58953820217eb8859904e78e30700e,国家,guo jia,4.39,4.91
05f11b004bfa4bbdcdf3d335009d641e,国家,guo jia,15.78,16.31
2576c1fe2c38681d12a97305bda92d13,张,zhang,2.32,2.69
e4ff77e4ae0e20461e8ffe4f219ac482,张,zhang,0.40,0.60
cb0f0c5f563146770ca57e1f3a0b8576,制度,zhi du,0.60,0.76
cb0f0c5f563146770ca57e1f3a0b8576,制度,zhi du,4.28,5.03
6fa2edaa12fdb29a7f8bd3cbbc155f9c,短,duan,5.61,5.84
6fa2edaa12fdb29a7f8bd3cbbc155f9c,短,duan,5.84,6.02
a03a78aee9d1e82345599311b692ff8e,支,zhi,1.40,2.04
7bb47452d9c2e1846a8aafee92d73c4c,结果,jie guo,3.61,3.90
3835daddc1ba7ea6721c5ab4e5c5f837,吧,ba,0.60,0.82
1aa77a45d2ed2db659d1a66dc4d61093,吧,ba,3.15,3.37
29d8b24a2b973ef92d04aaa591069946,吧,ba,4.70,4.96
2d6567f6cff74ca739ee930d498aacfd,吧,ba,2.58,2.96
46e1b41256aeac784dd0554a4c65b435,吧,ba,2.42,2.94
2576c1fe2c38681d12a97305bda92d13,吧,ba,5.90,6.22
74d5a809d815d0ced5a749d1960b1167,吧,ba,1.32,1.41
0356b5194617287ddef5b2043157d24c,吧,ba,1.08,1.24
3668c0f39ba4de8a8f4ed1bdaace29cb,三天,san tian,0.12,0.46
1b371fa384837ee3912a9bb4ef93428a,重视,zhong shi,1.48,2.19
a599852bbade42dcca2bb1280c5fbf6c,重视,zhong shi,11.97,12.32
f7f3c76db9020b4adf4da5f70b907ff0,走,zou,3.44,3.95
09370611b8e3dfa7b793c7c307232e1d,走,zou,2.47,2.99
05f11b004bfa4bbdcdf3d335009d641e,走,zou,10.06,10.22
c710321407068a2a5c60239bb8d80660,走,zou,6.32,6.62
7a80c89ade130a6c125e054dd205d179,呃,e,2.42,2.86
7a80c89ade130a6c125e054dd205d179,呃,e,8.70,8.94
12b01cbda3530baf0d86950e3487f156,呃,e,7.99,8.28
8666d5dc62338765e45bcbff687943c4,呃,e,2.22,2.50
c6d724cad0a128a45cf8dcd3efa17b5d,呃,e,4.10,4.60
2655f39d75f6fc99e06934d54d0b6187,呃,e,1.39,1.82
d44f34b4df007b4347711e83f1bc3c76,呃,e,9.54,10.07
d44f34b4df007b4347711e83f1bc3c76,呃,e,15.71,16.18
217b2684eeba677dd5c58419fa4cf4a7,呃,e,2.15,2.50
1b371fa384837ee3912a9bb4ef93428a,呃,e,18.23,18.56
acad87ed8cd0163b8d5a412b8b0e2a71,呃,e,2.65,2.94
b09840f2aa2bfaad74a3e955832a7296,呃,e,0.91,1.42
b09840f2aa2bfaad74a3e955832a7296,呃,e,2.99,3.26
42709a59805e9bec4d11871de2649cbd,呃,e,6.47,6.80
f046306269718662e93cd64f8bc54ad3,呃,e,4.64,4.90
4c40416595c11e9f25d234f25f435f8d,呃,e,3.27,3.50
dc13f11121e94ccd45b141ef1118c5a8,呃,e,3.68,4.30
94886ea72a0fd79e56f76c23bfa1e5a1,呃,e,10.99,11.26
05f11b004bfa4bbdcdf3d335009d641e,呃,e,3.33,3.74
05f11b004bfa4bbdcdf3d335009d641e,呃,e,8.99,9.52
05f11b004bfa4bbdcdf3d335009d641e,呃,e,18.24,18.46
34bac23aa6c3d2bdb38817d48e569cfa,一路,yi lu,4.68,5.24
41c44a67d4e18269d09a139b174c0759,一路,yi lu,4.04,4.18
3d815fa7a0754c563fa814dc27f13f3a,一路,yi lu,1.24,1.46
1a82dbd4101077682cb723ca4621b44d,一路,yi lu,2.66,2.86
1396cfe4d4849182b83eaaff3c4207e8,一路,yi lu,10.28,10.50
78567962bfa875ab44dad6da5c44e299,一路,yi lu,1.26,1.72
9781c28c3120425123fae15a31104ded,主体,zhu ti,8.74,9.22
1fedc42da25c27f5533d5e66857ac02b,展示,zhan shi,2.95,3.32
1b371fa384837ee3912a9bb4ef93428a,立即,li ji,18.56,19.00
34bac23aa6c3d2bdb38817d48e569cfa,在,zai,0.14,0.32
28ddf1c8facdbf4a2e1cd9e7e656b8af,在,zai,3.13,3.29
f6cb196bd9f63f1f0a7b7079ec47f916,在,zai,0.44,0.56
7903789a5b74134fa024b9fc87c73459,在,zai,8.26,8.36
3d815fa7a0754c563fa814dc27f13f3a,在,zai,0.20,0.34
481794a5f80a1f76a220305606c5c8f9,在,zai,4.08,4.26
ae97776d9db797ad0389a8af06802aff,在,zai,0.66,0.82
7eccd51b594678642201abc7a03ed787,在,zai,2.71,2.81
e2144011d9355b114d0a156dd8195124,在,zai,0.01,0.78
afe7e416472c15a1ae85bb0e7f1a043d,在,zai,2.44,2.64
afe7e416472c15a1ae85bb0e7f1a043d,在,zai,4.94,5.16
f2d5ad90d9b163d0e7786d049507636c,在,zai,0.44,0.68
bd079060b334de20b8765f7d5c8721dc,在,zai,3.11,3.38
1b9c1fb384ca25fe5c4f4c1e7a5ce44e,在,zai,5.26,5.38
0b71a255539e0743f284c6a2a4234088,在,zai,1.36,1.48
23e299daec0071f970374a23d0ff39d9,在,zai,7.04,7.28
23e299daec0071f970374a23d0ff39d9,在,zai,9.40,9.68
37822ba6c2a0ebf6f8a4c5a5769c97d9,在,zai,10.00,10.33
2d6567f6cff74ca739ee930d498aacfd,在,zai,2.96,3.14
6eb1d32f0c71e6f23c12257753141ce9,在,zai,2.98,3.26
ac32d83d18a291e7b99c21aa98bb7c77,在,zai,3.55,4.22
8227c87c9668f2be16a1204a40103690,在,zai,4.03,4.21
db6b367cf5a33fa4e6a1c3991bfcd3d1,在,zai,0.76,1.04
d44f34b4df007b4347711e83f1bc3c76,在,zai,1.76,2.00
d44f34b4df007b4347711e83f1bc3c76,在,zai,17.82,18.00
56b198d0ed123c5285e5f7e6cc086723,在,zai,2.30,2.42
56b198d0ed123c5285e5f7e6cc086723,在,zai,3.40,3.56
abccca0f8bce9bfffa5e0fd1e01742e5,在,zai,0.11,0.54
abccca0f8bce9bfffa5e0fd1e01742e5,在,zai,2.16,2.32
abccca0f8bce9bfffa5e0fd1e01742e5,在,zai,10.20,10.36
56fec0edbdbd0e06ce0f0f376367fdab,在,zai,3.82,4.02
56fec0edbdbd0e06ce0f0f376367fdab,在,zai,8.78,8.90
56fec0edbdbd0e06ce0f0f376367fdab,在,zai,12.78,13.13
1b371fa384837ee3912a9bb4ef93428a,在,zai,2.19,2.42
bf1d4c21e143f4e055f6e0d2e252d029,在,zai,6.05,6.50
bb1f2079367595d6790d59cd14a903b9,在,zai,2.02,2.20
925c66a59dca0bf21cd7e7ec24f2d8db,在,zai,6.90,7.61
54f91710250e7a4107ad989f68d057e2,在,zai,5.92,6.10
1f7760551389f7e321671a086167e282,在,zai,2.86,3.12
04169dbcb72ed062e0a93d03bdaa9e4c,在,zai,4.59,4.79
57e238eb63a7c8789956c5c637cd3693,在,zai,12.73,13.07
fb90da78ef10522d3ec5171eff0e7698,在,zai,0.34,0.52
7bb47452d9c2e1846a8aafee92d73c4c,在,zai,9.40,9.54
8d1510081cb09a294a587ac123f1719f,在,zai,2.00,2.12
7529d9a64f76876e144a74c4c13ebca0,在,zai,3.38,3.63
71d01752981ac8f6c3c1b605ff72be3c,在,zai,3.08,3.24
96fc9aed40395c90412706de3db78078,在,zai,0.02,0.18
2608dda91ef8f1073f7f635feee45519,在,zai,4.48,4.58
1bc92e2aaaf8f599420d71046b003961,在,zai,3.38,3.52
7a7bfae26e7572f4261ec6df2bbb2ec4,在,zai,1.78,2.41
0bb75f27d902d5ee86c507521cc8d081,在,zai,3.38,3.54
a30ae8080c8a10b2e6d27106beafc243,在,zai,7.53,7.61
0cb85ef8d996ba7e94a24f649f57bb3b,在,zai,14.16,14.30
3c19cab96f5ea27cae077a473ff9d91f,在,zai,0.18,0.38
0359379487b060c7b4145d6d9032c54a,在,zai,0.70,1.06
cdb8d6ef94392aa9fe474a4cfe7cec57,在,zai,7.72,8.39
cdb8d6ef94392aa9fe474a4cfe7cec57,在,zai,9.29,9.54
b2a30b80535917e5790a2ae74e75796d,在,zai,3.00,3.20
ce061f745b28a3297d8a84dfe5db4b93,在,zai,2.48,2.59
155624f5ccdc6272c150bf583fd66ea0,在,zai,13.20,13.38
f4ec5c528a7d03f91ccbab03d02eb970,在,zai,1.06,1.26
fadb85bd740895e95b84e00d4e7b701f,在,zai,4.46,4.60
e0c35e49e6a2e5da5bb4a0f971e2f44d,在,zai,1.88,2.06
e0c35e49e6a2e5da5bb4a0f971e2f44d,在,zai,5.78,5.96
0c9f21e39e6afc29394df2a2cef86e4c,在,zai,1.38,1.56
0c9f21e39e6afc29394df2a2cef86e4c,在,zai,6.06,6.24
4005187f8c7fec0747f90a6f77abc837,在,zai,8.17,8.40
e04d0e4e700fd76cc3b0052bae15433e,在,zai,2.22,2.38
69c178d1a4d247cd034f9727bd202785,在,zai,9.20,9.39
42709a59805e9bec4d11871de2649cbd,在,zai,12.60,12.74
42709a59805e9bec4d11871de2649cbd,在,zai,15.94,16.04
d3ea276ea5611ec6aa17e82923b9e29a,在,zai,12.70,12.99
213443c0e19167009c14340b62b7f70f,在,zai,1.42,2.03
6e2c82a6cd46f1d691c03c4255e17006,在,zai,1.46,1.60
9a1a4a415cc220a21027c549e1a83ef7,在,zai,0.66,0.86
e2ae2fdcd170c24549440e5c4506f3df,在,zai,0.34,0.46
e2ae2fdcd170c24549440e5c4506f3df,在,zai,1.76,1.90
0653eb727f8432521d6a16f6364ecb16,在,zai,3.90,4.03
e914f60fc7902f295f8708a00ffab144,在,zai,7.00,7.20
51c190ae77a8379b41639c417ca3084e,在,zai,2.06,2.22
a1c2fdd2a2af56fa2acac5b8296ecdcd,在,zai,3.02,3.28
a1c2fdd2a2af56fa2acac5b8296ecdcd,在,zai,13.30,13.74
95f7baf5e3284e224d1dcd297e5f25b8,在,zai,1.79,2.12
b45a4cc1876bc477a13a2a80886d208a,在,zai,2.22,2.36
70895d61627f41b7e6171f1eb20fb640,在,zai,7.91,8.03
5e9eed6515b2a609191708c92fcf8dd0,在,zai,8.50,8.62
872a03a35e815263bf6b0f12b1ba97a5,在,zai,0.61,1.02
634eb2ca399625fe17999d67efb3535b,在,zai,1.40,1.54
05f11b004bfa4bbdcdf3d335009d641e,在,zai,20.52,20.66
f7d9f0bd78971979068b3bf3c6aee458,在,zai,2.53,2.81
fcfd35a9377cd52f88ca1efef4bc1246,在,zai,10.72,10.88
efb75ad0f357652ee624dc36e09f57bc,在,zai,15.18,15.45
51070bd7370157c7aa2a282a1d478e49,针对,zhen dui,5.44,5.77
0b98b360442964d2827cf3f4e7068243,针对,zhen dui,3.06,3.44
f046306269718662e93cd64f8bc54ad3,部署,bu shu,10.42,10.94
559159646380c3cd81ede7cd83e27f87,下,xia,7.88,8.06
8227c87c9668f2be16a1204a40103690,下,xia,4.75,4.91
2a46bd263e1eec12a12c9f41c8e56c54,下,xia,6.32,6.50
2a46bd263e1eec12a12c9f41c8e56c54,下,xia,14.50,14.70
29b3a78dd94fa9efbd453f0103f45d86,下,xia,0.86,1.28
bf1d4c21e143f4e055f6e0d2e252d029,下,xia,7.58,8.05
a1c24741119e207587417cd186799e0c,下,xia,0.38,0.56
1e08ac46878ce85eb3614d7bba73396c,下,xia,4.42,4.62
7a7bfae26e7572f4261ec6df2bbb2ec4,下,xia,3.26,3.42
2a965b3c3713a00bfe3b034e10ed338d,下,xia,6.75,6.90
1226b612f77dfa6869813be201caba76,下,xia,4.80,4.98
1226b612f77dfa6869813be201caba76,下,xia,8.64,8.82
6b6c4f1c5b9c3afa877b65c9916d260a,下,xia,0.28,0.42
b2a30b80535917e5790a2ae74e75796d,下,xia,6.09,6.26
d3ea276ea5611ec6aa17e82923b9e29a,下,xia,8.22,8.38
e4ff77e4ae0e20461e8ffe4f219ac482,下,xia,2.70,3.18
e346837732e62bfdedc8c80d41186df4,下,xia,8.14,8.34
872a03a35e815263bf6b0f12b1ba97a5,下,xia,2.20,2.64
4941f48d569ebce9675d85703e988861,家,jia,0.18,0.36
d3fa93f2de6458a63ebf829b2152caa6,家,jia,0.42,0.56
69c178d1a4d247cd034f9727bd202785,家,jia,6.83,6.99
ab9d0d3927685afb84d94acf1db0df29,家,jia,0.16,0.42
4128f9e51260b4808810077c115d115e,咱们,zan men,1.37,1.79
4128f9e51260b4808810077c115d115e,咱们,zan men,3.79,4.20
0359379487b060c7b4145d6d9032c54a,咱们,zan men,1.06,1.36
6b6c4f1c5b9c3afa877b65c9916d260a,咱们,zan men,1.02,1.23
7a80c89ade130a6c125e054dd205d179,一个,yi ge,7.62,7.84
7a80c89ade130a6c125e054dd205d179,一个,yi ge,10.96,11.16
f3b844db301e1ef21e236c510f6e4739,一个,yi ge,3.43,4.10
f6cb196bd9f63f1f0a7b7079ec47f916,一个,yi ge,1.65,2.02
7903789a5b74134fa024b9fc87c73459,一个,yi ge,9.84,10.27
8bb2a88ba3f4c88c365833fc2093a60f,一个,yi ge,3.19,3.41
a8a89f772c93d2b6e8f3a039b0052241,一个,yi ge,1.04,1.58
ae97776d9db797ad0389a8af06802aff,一个,yi ge,1.82,2.00
8666d5dc62338765e45bcbff687943c4,一个,yi ge,0.79,0.92
8666d5dc62338765e45bcbff687943c4,一个,yi ge,11.16,11.32
f5e56c0bb70973fd64c07867b63a88d9,一个,yi ge,2.99,3.13
7fd5c473db171ab0192612002b1be206,一个,yi ge,2.15,2.38
23e299daec0071f970374a23d0ff39d9,一个,yi ge,3.30,3.58
f2bfa77bdc388dbbf84e42e277e143a8,一个,yi ge,9.68,9.88
f2bfa77bdc388dbbf84e42e277e143a8,一个,yi ge,15.90,16.02
f2bfa77bdc388dbbf84e42e277e143a8,一个,yi ge,16.44,16.56
8227c87c9668f2be16a1204a40103690,一个,yi ge,5.77,5.95
8227c87c9668f2be16a1204a40103690,一个,yi ge,6.61,6.81
8227c87c9668f2be16a1204a40103690,一个,yi ge,8.05,8.23
8227c87c9668f2be16a1204a40103690,一个,yi ge,9.65,9.85
86ab5b4c4a2d39ae14cf79bdf4ce3585,一个,yi ge,0.76,1.39
9781c28c3120425123fae15a31104ded,一个,yi ge,2.46,2.80
9781c28c3120425123fae15a31104ded,一个,yi ge,3.32,3.97
abccca0f8bce9bfffa5e0fd1e01742e5,一个,yi ge,5.84,6.04
783c04aa93456b89e12db954d964df05,一个,yi ge,2.25,2.41
783c04aa93456b89e12db954d964df05,一个,yi ge,7.19,7.35
0b5dad4eea0c127c60844046e280d4fa,一个,yi ge,3.63,3.84
0b5dad4eea0c127c60844046e280d4fa,一个,yi ge,4.31,4.47
5c9ca8c01ca81b4c06dd58cdcf1dfec3,一个,yi ge,13.34,13.46
539c397f936b947dd414c1d99f3c0439,一个,yi ge,2.39,2.86
a1c24741119e207587417cd186799e0c,一个,yi ge,2.16,2.28
4b77d27271f0f1e1b468ccfdfd9306e5,一个,yi ge,6.96,7.07
beeca25500bbbe95926174147b5d74e0,一个,yi ge,3.74,3.93
acad87ed8cd0163b8d5a412b8b0e2a71,一个,yi ge,3.52,3.76
acad87ed8cd0163b8d5a412b8b0e2a71,一个,yi ge,3.76,4.05
925c66a59dca0bf21cd7e7ec24f2d8db,一个,yi ge,1.34,2.12
925c66a59dca0bf21cd7e7ec24f2d8db,一个,yi ge,3.79,4.58
b2b0c4ec9bd61d66ae3c0117d3a3665b,一个,yi ge,5.58,5.72
9ae0ebefd05e2daf7e972906969d5e7f,一个,yi ge,1.46,1.64
e8e748c09e6e60abce6554f6b4b1fe0c,一个,yi ge,0.50,0.74
e8e748c09e6e60abce6554f6b4b1fe0c,一个,yi ge,3.77,4.05
e8e748c09e6e60abce6554f6b4b1fe0c,一个,yi ge,4.05,4.29
dc5f3c82f7f6310bb8b4f4d0ad007351,一个,yi ge,0.71,0.91
b09840f2aa2bfaad74a3e955832a7296,一个,yi ge,1.78,2.12
a5ac060e8bcdd1164e52b682aa9ad627,一个,yi ge,4.48,4.74
3368e9b217d7b61289f4d77baf32002b,一个,yi ge,3.99,4.46
eac0f1ed29ba7dc1fa1f6c411bde5195,一个,yi ge,0.88,1.10
7a7bfae26e7572f4261ec6df2bbb2ec4,一个,yi ge,4.71,4.81
ab010a03ea7e548831686ce0c2af6e51,一个,yi ge,1.13,1.33
87aa22ee28fd93d383d611d6abee03c6,一个,yi ge,0.25,0.50
caab95c42838ed2cc10bd22943997c10,一个,yi ge,6.90,7.08
6448b8762329a9bc6da7368621617afb,一个,yi ge,14.05,14.23
cdb8d6ef94392aa9fe474a4cfe7cec57,一个,yi ge,11.66,11.82
6689f166fec68e394fbcd72ee7524dde,一个,yi ge,0.22,0.86
a20531c5b7c86ef661c446508227c7aa,一个,yi ge,6.22,6.44
6cc1dcc3ce3bd9c736c2132e313c6c94,一个,yi ge,0.30,0.46
6cc1dcc3ce3bd9c736c2132e313c6c94,一个,yi ge,1.02,1.77
df416916511a16799c5709c33c27921b,一个,yi ge,0.99,1.31
42709a59805e9bec4d11871de2649cbd,一个,yi ge,9.50,9.66
aac2a45e5070623f6ab328309ec44933,一个,yi ge,4.68,5.15
aac2a45e5070623f6ab328309ec44933,一个,yi ge,6.37,6.48
f92c91052416c9be54b927eeff112aed,一个,yi ge,2.62,2.90
7b11b25c2fcedc6969bf6649c7a9cf9f,一个,yi ge,0.56,0.84
7b11b25c2fcedc6969bf6649c7a9cf9f,一个,yi ge,1.44,1.57
dc74f78a3aee009efb80e6c37b9447b2,一个,yi ge,2.40,2.54
65db8d395ebfa41112c7fb4ea7f65fbd,一个,yi ge,1.16,1.90
5b6bbe67bb332a352347d3cbcda5821b,一个,yi ge,1.05,1.34
e4ff77e4ae0e20461e8ffe4f219ac482,一个,yi ge,1.52,2.05
b53d90425b1f018d7945ef55449053ab,一个,yi ge,6.54,6.67
edd1bf59b64122783346f3e9638c9f88,一个,yi ge,3.20,3.60
ea58953820217eb8859904e78e30700e,一个,yi ge,4.05,4.21
7c727b6feef5d680cc026ce59f87b426,一个,yi ge,4.98,5.12
1bbbda9d4046bd417015eb7d5f2983ee,一个,yi ge,1.16,1.28
1bbbda9d4046bd417015eb7d5f2983ee,一个,yi ge,9.19,9.33
61804bc84049d3331f55e38f51220b93,一个,yi ge,7.09,7.25
4e4d6f516559f5d4bf7659f3fc72a4ba,一个,yi ge,4.48,4.68
5a7d4f23df1eea82520ecac7392d2001,一个,yi ge,1.78,1.92
db0470ba488c0bdfd8901c32b6eb196b,一个,yi ge,4.78,4.90
fcfd35a9377cd52f88ca1efef4bc1246,一个,yi ge,11.44,11.62
7903789a5b74134fa024b9fc87c73459,还是,hai shi,7.98,8.26
2a7c7498b2dc94828ac2d6737d6c0447,还是,hai shi,0.13,0.32
d00c5000bec14f9a20f778204d2c7b8e,还是,hai shi,2.90,3.16
783c04aa93456b89e12db954d964df05,还是,hai shi,6.47,6.65
ac03307d86a14c38e6ecec26c0cc3f18,还是,hai shi,1.32,1.66
a20531c5b7c86ef661c446508227c7aa,还是,hai shi,7.82,8.08
a20531c5b7c86ef661c446508227c7aa,还是,hai shi,9.44,9.74
42709a59805e9bec4d11871de2649cbd,还是,hai shi,4.38,4.66
d072cfa8fc74c21871bb7b42c1f9e15f,还是,hai shi,0.52,0.88
94886ea72a0fd79e56f76c23bfa1e5a1,还是,hai shi,12.80,13.10
3cf701b5445b32d9f0d3ffc39d79e52d,公安,gong an,0.73,1.18
68707c77dc5237d23fa00361179782de,科技,ke ji,5.61,5.84
29ed0c8169fec681cfb7ba6acd5c1597,科技,ke ji,10.16,10.40
cdb8d6ef94392aa9fe474a4cfe7cec57,价格,jia ge,1.87,2.30
5a7d4f23df1eea82520ecac7392d2001,价格,jia ge,2.78,3.16
8666d5dc62338765e45bcbff687943c4,社会,she hui,7.32,7.66
9f366046cf547a4c73dcb9b815bde871,社会,she hui,2.85,3.19
795feb3c51e824684ccc02348da5fe0d,社会,she hui,0.20,0.39
a3d825cd4a2c8d4d4d948ffea8bc9932,社会,she hui,3.20,3.50
34bac23aa6c3d2bdb38817d48e569cfa,是,shi,2.18,2.32
7a80c89ade130a6c125e054dd205d179,是,shi,5.02,5.13
9d3ec7da1aa154de888934bad9ed7e7f,是,shi,1.62,1.82
a9c432c5436a1687ae0e0883cdd12877,是,shi,2.53,2.77
2a3d46ffac1016c5d9c7498d0fc1c85e,是,shi,1.10,1.26
8bb2a88ba3f4c88c365833fc2093a60f,是,shi,3.07,3.19
4e1e8d32d6857c3c088a8f3be07163a8,是,shi,0.30,0.44
edb9a8083acb14b35ad246b0eb0abf8b,是,shi,2.64,2.76
edb9a8083acb14b35ad246b0eb0abf8b,是,shi,4.76,4.92
edb9a8083acb14b35ad246b0eb0abf8b,是,shi,10.08,10.24
a8a89f772c93d2b6e8f3a039b0052241,是,shi,0.70,1.04
7603787f90396a3d385039efb142bd1d,是,shi,1.01,1.24
481794a5f80a1f76a220305606c5c8f9,是,shi,3.96,4.08
cc4a104545c4bd94a1b4c37fd8cef35c,是,shi,0.96,1.14
cc4a104545c4bd94a1b4c37fd8cef35c,是,shi,5.32,5.83
1aa77a45d2ed2db659d1a66dc4d61093,是,shi,3.04,3.15
bac4837e8eff6a0e6c23e41e5ad48ae0,是,shi,1.42,1.58
bac4837e8eff6a0e6c23e41e5ad48ae0,是,shi,5.20,5.36
a4a175a146660606594552c7a36c5b03,是,shi,3.49,3.97
ab71953fe746dd6b67c88557bcfdf842,是,shi,7.04,7.16
afe7e416472c15a1ae85bb0e7f1a043d,是,shi,11.22,11.36
1fedc42da25c27f5533d5e66857ac02b,是,shi,7.80,7.90
16500919b86ca5f8520246ce35cad3d6,是,shi,3.69,3.82
12b01cbda3530baf0d86950e3487f156,是,shi,2.96,3.36
f2d5ad90d9b163d0e7786d049507636c,是,shi,13.57,14.20
9249b55775e074a6e2ec686857e18a69,是,shi,16.71,16.79
8666d5dc62338765e45bcbff687943c4,是,shi,6.81,7.02
8666d5dc62338765e45bcbff687943c4,是,shi,9.20,9.66
f5e56c0bb70973fd64c07867b63a88d9,是,shi,4.45,4.53
f8f9af5e17a96bbd88252656ec8a65e5,是,shi,4.78,4.94
3806a27e6220ca4421c937c1d8e28186,是,shi,8.95,9.17
821e8b8cc45c06b3ef72491e81afd438,是,shi,1.14,1.26
821e8b8cc45c06b3ef72491e81afd438,是,shi,3.24,3.33
8ecf3ae4c002908d1124f6bf441c8b12,是,shi,0.10,0.20
1b9c1fb384ca25fe5c4f4c1e7a5ce44e,是,shi,7.48,7.62
23e299daec0071f970374a23d0ff39d9,是,shi,6.88,7.04
23e299daec0071f970374a23d0ff39d9,是,shi,9.06,9.18
